,Node_1,Node_2
21474,ENSG00000265137,MIR3192
21475,ENSG00000265145,SNORD53
21476,ENSG00000265148,BZRAP1-AS1
21477,ENSG00000265150,RN7SL2
21478,ENSG00000265158,LRRC37A7P
21479,ENSG00000265182,SRP72P1
21480,ENSG00000265185,SNORD3B-1
21481,ENSG00000265195,MIR4312
21482,ENSG00000265206,MIR142
21483,ENSG00000265218,RP11-927P21.1
21484,ENSG00000265242,RP11-649A18.7
21485,ENSG00000265254,CTD-2350C19.2
21486,ENSG00000265263,RP11-135L13.4
21487,ENSG00000265273,PGDP1
21488,ENSG00000265280,AC018804.1
21489,ENSG00000265287,RP11-192H23.6
21490,ENSG00000265298,RP13-104F24.3
21491,ENSG00000265321,MIR4263
21492,ENSG00000265355,MIR3136
21493,ENSG00000265393,CTD-2517M22.17
21494,ENSG00000265396,MIR3128
21495,ENSG00000265399,RP13-270P17.2
21496,ENSG00000265401,RP11-138I1.4
21497,ENSG00000265417,RP11-288C17.1
21498,ENSG00000265451,RP11-204L24.2
21499,ENSG00000265452,MIR3682
21500,ENSG00000265458,RP13-20L14.6
21501,ENSG00000265500,SENP3-EIF4A1
21502,ENSG00000265517,AL122127.2
21503,ENSG00000265527,MIR5690
21504,ENSG00000265545,RP11-183C12.1
21505,ENSG00000265565,MIR3143
21506,ENSG00000265574,CTD-2095E4.1
21507,ENSG00000265579,RP11-713C5.1
21508,ENSG00000265611,MIR5010
21509,ENSG00000265612,hsa-mir-4539
21510,ENSG00000265625,RP11-68I3.11
21511,ENSG00000265646,TUFMP1
21512,ENSG00000265658,MIR3690
21513,ENSG00000265660,MIR4664
21514,ENSG00000265666,CTD-2267D19.2
21515,ENSG00000265681,RPL17
21516,ENSG00000265683,RP11-173M1.5
21517,ENSG00000265688,MAFG-AS1
21518,ENSG00000265692,RP13-516M14.4
21519,ENSG00000265713,RP11-82O19.2
21520,ENSG00000265714,AL122127.3
21521,ENSG00000265727,RN7SL648P
21522,ENSG00000265728,RP11-883A18.3
21523,ENSG00000265735,RN7SL5P
21524,ENSG00000265749,RP11-849F2.5
21525,ENSG00000265750,RP11-799B12.4
21526,ENSG00000265778,RP11-17M16.2
21527,ENSG00000265787,CYP4F35P
21528,ENSG00000265790,RNASEH1P1
21529,ENSG00000265798,RP11-271K11.5
21530,ENSG00000265800,RP11-649A18.5
21531,ENSG00000265801,RP11-720N19.2
21532,ENSG00000265802,RN7SL49P
21533,ENSG00000265806,MIR4292
21534,ENSG00000265817,FSBP
21535,ENSG00000265830,AL592188.7
21536,ENSG00000265874,MIR4489
21537,ENSG00000265891,AC017028.8
21538,ENSG00000265907,RP11-737O24.2
21539,ENSG00000265936,RP11-563H6.1
21540,ENSG00000265939,UBE2CP2
21541,ENSG00000265943,RP11-739L10.1
21542,ENSG00000265967,AC100830.4
21543,ENSG00000265975,CTB-41I6.2
21544,ENSG00000265982,RP11-927P21.4
21545,ENSG00000265996,MIR3671
21546,ENSG00000266017,MIR4477A
21547,ENSG00000266019,MIR3609
21548,ENSG00000266037,RN7SL3
21549,ENSG00000266047,AL139377.1
21550,ENSG00000266053,RP11-143J12.2
21551,ENSG00000266066,POLRMTP1
21552,ENSG00000266088,RP5-1028K7.2
21553,ENSG00000266097,MIR5192
21554,ENSG00000266098,AL137127.1
21555,ENSG00000266101,RP5-906A24.2
21556,ENSG00000266111,RP11-296K13.4
21557,ENSG00000266124,MIR5587
21558,ENSG00000266126,RP11-209D14.4
21559,ENSG00000266127,RP11-474N24.2
21560,ENSG00000266145,RHOT1P1
21561,ENSG00000266173,STRADA
21562,ENSG00000266208,CTD-2267D19.3
21563,ENSG00000266235,MIR3176
21564,ENSG00000266236,NARF-IT1
21565,ENSG00000266256,LINC00683
21566,ENSG00000266274,RN7SL138P
21567,ENSG00000266282,UBL5P2
21568,ENSG00000266296,ARIH2P1
21569,ENSG00000266305,MIR4518
21570,ENSG00000266320,MIR3909
21571,ENSG00000266352,RN7SL192P
21572,ENSG00000266356,RP11-578C11.2
21573,ENSG00000266365,RP11-51L5.3
21574,ENSG00000266368,RP11-1096G20.5
21575,ENSG00000266373,RP11-710M11.1
21576,ENSG00000266378,RP11-214O1.3
21577,ENSG00000266389,CTB-41I6.1
21578,ENSG00000266401,RP11-874J12.4
21579,ENSG00000266405,CBX3P2
21580,ENSG00000266408,AL122127.4
21581,ENSG00000266437,MIR4746
21582,ENSG00000266469,CTB-131K11.1
21583,ENSG00000266473,RP11-401F2.3
21584,ENSG00000266486,FAM106CP
21585,ENSG00000266490,CTD-2349P21.9
21586,ENSG00000266501,RP11-766H1.1
21587,ENSG00000266522,RP11-805F19.4
21588,ENSG00000266538,RP11-385D13.3
21589,ENSG00000266563,RP11-64J19.1
21590,ENSG00000266618,MIR4742
21591,ENSG00000266648,RP11-112H10.6
21592,ENSG00000266658,RNA28S5
21593,ENSG00000266677,RP11-258F1.1
21594,ENSG00000266680,RP5-1148A21.3
21595,ENSG00000266698,MIR3945
21596,ENSG00000266707,PSMD7P1
21597,ENSG00000266709,RP11-214O1.2
21598,ENSG00000266714,MYO15B
21599,ENSG00000266733,TBC1D29
21600,ENSG00000266753,RP11-690G19.3
21601,ENSG00000266777,SH3GL1P1
21602,ENSG00000266783,RP11-715F3.2
21603,ENSG00000266786,RP1-66C13.3
21604,ENSG00000266801,RP11-521L9.2
21605,ENSG00000266805,RP11-61L19.1
21606,ENSG00000266830,CTD-2008P7.8
21607,ENSG00000266844,RP11-862L9.3
21608,ENSG00000266852,MIR4482-1
21609,ENSG00000266865,RP11-848P1.9
21610,ENSG00000266876,RP11-1148O4.1
21611,ENSG00000266891,RP11-692N5.2
21612,ENSG00000266896,RP1-266L20.9
21613,ENSG00000266897,AC005546.2
21614,ENSG00000266900,RP11-173A16.2
21615,ENSG00000266903,CTB-171A8.1
21616,ENSG00000266904,LINC00663
21617,ENSG00000266907,AC006116.22
21618,ENSG00000266910,CTC-448F2.6
21619,ENSG00000266912,CTC-325H20.2
21620,ENSG00000266913,CTC-548K16.2
21621,ENSG00000266916,CTD-3064H18.1
21622,ENSG00000266918,RP11-798G7.8
21623,ENSG00000266920,ACTBP9
21624,ENSG00000266921,RP11-15A1.7
21625,ENSG00000266922,CTC-499B15.6
21626,ENSG00000266926,AC005943.4
21627,ENSG00000266930,CTD-2085J24.4
21628,ENSG00000266933,AC005775.2
21629,ENSG00000266935,CTD-3234P18.2
21630,ENSG00000266946,MRPL37P1
21631,ENSG00000266947,RP11-799D4.4
21632,ENSG00000266957,RP11-49K24.4
21633,ENSG00000266962,RP11-400F19.6
21634,ENSG00000266964,FXYD1
21635,ENSG00000266965,RP11-712P20.2
21636,ENSG00000266967,AARSD1
21637,ENSG00000266970,RP11-806H10.4
21638,ENSG00000266972,LRRC37A9P
21639,ENSG00000266978,CTD-2369P2.5
21640,ENSG00000266980,RP11-552F3.4
21641,ENSG00000266983,CTC-232P5.1
21642,ENSG00000266989,FTLP5
21643,ENSG00000266992,DHX40P1
21644,ENSG00000266993,RP4-657D16.3
21645,ENSG00000266998,RP11-936I5.1
21646,ENSG00000266999,AC015849.16
21647,ENSG00000267002,RP11-242D8.1
21648,ENSG00000267009,RP11-120M18.2
21649,ENSG00000267010,RP11-108P20.1
21650,ENSG00000267011,CTB-50L17.16
21651,ENSG00000267018,AC010525.7
21652,ENSG00000267023,LRRC37A16P
21653,ENSG00000267030,CTB-50L17.7
21654,ENSG00000267034,RP11-384O8.1
21655,ENSG00000267040,RP11-35G9.3
21656,ENSG00000267041,ZNF850
21657,ENSG00000267042,CTD-3193K9.4
21658,ENSG00000267045,AC006126.4
21659,ENSG00000267046,RP11-1094M14.9
21660,ENSG00000267048,RP11-566K11.7
21661,ENSG00000267058,RP11-15A1.3
21662,ENSG00000267060,PTGES3L
21663,ENSG00000267062,CTD-2659N19.10
21664,ENSG00000267064,UXT-AS1
21665,ENSG00000267067,CTB-75G16.3
21666,ENSG00000267074,RP11-1094M14.5
21667,ENSG00000267076,CCDC58P3
21668,ENSG00000267077,RP11-127I20.5
21669,ENSG00000267080,ASB16-AS1
21670,ENSG00000267082,CTC-510F12.2
21671,ENSG00000267091,CTBP2P7
21672,ENSG00000267093,CTD-2105E13.13
21673,ENSG00000267096,CTD-2537I9.13
21674,ENSG00000267100,ILF3-AS1
21675,ENSG00000267102,RP11-686D22.7
21676,ENSG00000267106,C19orf82
21677,ENSG00000267108,RP11-861E21.1
21678,ENSG00000267114,CTB-129P6.11
21679,ENSG00000267119,RPL10P15
21680,ENSG00000267121,CTD-2020K17.1
21681,ENSG00000267123,CTD-2357A8.3
21682,ENSG00000267127,RP11-795F19.5
21683,ENSG00000267128,RNF157-AS1
21684,ENSG00000267139,AC005262.3
21685,ENSG00000267152,CTD-2528L19.6
21686,ENSG00000267156,TPMTP1
21687,ENSG00000267160,RP11-1072C15.4
21688,ENSG00000267161,AC005943.5
21689,ENSG00000267165,RP11-78A19.3
21690,ENSG00000267166,RP11-527L4.5
21691,ENSG00000267167,RP11-687F6.1
21692,ENSG00000267169,CTB-55O6.12
21693,ENSG00000267174,CTC-510F12.4
21694,ENSG00000267178,PHF5CP
21695,ENSG00000267183,AC010525.6
21696,ENSG00000267185,PTP4A2P1
21697,ENSG00000267191,RP11-15A1.2
21698,ENSG00000267194,RP1-193H18.2
21699,ENSG00000267197,CTC-429L19.3
21700,ENSG00000267199,RP11-861E21.2
21701,ENSG00000267206,LCN6
21702,ENSG00000267212,CTD-2659N19.9
21703,ENSG00000267213,AC007773.2
21704,ENSG00000267216,AC010642.1
21705,ENSG00000267218,AC005336.5
21706,ENSG00000267221,CTD-2132N18.2
21707,ENSG00000267222,RP11-194N12.2
21708,ENSG00000267226,RP11-126O1.5
21709,ENSG00000267241,CYP4F10P
21710,ENSG00000267242,AC069278.4
21711,ENSG00000267243,AC005307.3
21712,ENSG00000267246,RP11-798G7.7
21713,ENSG00000267247,RP11-64C12.6
21714,ENSG00000267248,CTD-2319I12.4
21715,ENSG00000267249,RP11-973H7.3
21716,ENSG00000267253,RP11-209M4.1
21717,ENSG00000267254,CTD-2162K18.5
21718,ENSG00000267257,RP11-1151B14.4
21719,ENSG00000267260,CTD-2162K18.4
21720,ENSG00000267262,CTC-232P5.3
21721,ENSG00000267263,RP11-75C10.7
21722,ENSG00000267264,CTC-459F4.6
21723,ENSG00000267265,CTC-550B14.7
21724,ENSG00000267268,AC007204.2
21725,ENSG00000267270,AC139100.2
21726,ENSG00000267272,LINC01140
21727,ENSG00000267274,CTD-2006C1.12
21728,ENSG00000267275,CTD-2562J15.6
21729,ENSG00000267277,CTD-2342J14.6
21730,ENSG00000267278,MAP3K14-AS1
21731,ENSG00000267281,RP11-793H13.10
21732,ENSG00000267283,AC005306.3
21733,ENSG00000267287,RP11-567M16.1
21734,ENSG00000267288,RP13-890H12.2
21735,ENSG00000267293,RP11-8H2.1
21736,ENSG00000267296,CEBPA-AS1
21737,ENSG00000267298,AC006116.19
21738,ENSG00000267306,RP11-333J10.2
21739,ENSG00000267308,AC004510.3
21740,ENSG00000267309,CTD-2630F21.1
21741,ENSG00000267311,RP11-99A1.2
21742,ENSG00000267312,RP11-1094M14.7
21743,ENSG00000267315,RP11-686D22.6
21744,ENSG00000267317,CTB-25B13.12
21745,ENSG00000267319,CTD-2528L19.3
21746,ENSG00000267321,RP11-1094M14.11
21747,ENSG00000267325,RP11-397A16.2
21748,ENSG00000267326,AC015849.14
21749,ENSG00000267336,RP11-773H22.2
21750,ENSG00000267337,CTC-782O7.1
21751,ENSG00000267340,RP11-242D8.3
21752,ENSG00000267342,RP11-552F3.10
21753,ENSG00000267346,EIF5AP3
21754,ENSG00000267348,CTB-179K24.3
21755,ENSG00000267350,RP1-178F10.3
21756,ENSG00000267359,RP11-1094M14.12
21757,ENSG00000267364,RP11-47L3.1
21758,ENSG00000267365,KCNJ2-AS1
21759,ENSG00000267370,CTD-2623N2.3
21760,ENSG00000267374,LINC00669
21761,ENSG00000267379,CTC-548K16.5
21762,ENSG00000267381,CTD-2086O20.3
21763,ENSG00000267383,CTC-260E6.6
21764,ENSG00000267385,CTB-50L17.14
21765,ENSG00000267387,CTD-2240E14.4
21766,ENSG00000267390,RP11-635N19.1
21767,ENSG00000267394,CTB-175E5.7
21768,ENSG00000267397,RP11-873E20.1
21769,ENSG00000267414,RP11-456K23.1
21770,ENSG00000267416,CTD-2319I12.2
21771,ENSG00000267419,CTC-559E9.6
21772,ENSG00000267422,CTD-2554C21.1
21773,ENSG00000267427,CTC-503J8.6
21774,ENSG00000267430,RP11-635N19.2
21775,ENSG00000267432,RP11-559N14.5
21776,ENSG00000267436,AC005786.7
21777,ENSG00000267453,AC004791.2
21778,ENSG00000267454,ZNF582-AS1
21779,ENSG00000267457,RP5-837J1.4
21780,ENSG00000267458,CTC-425F1.4
21781,ENSG00000267459,AC006116.27
21782,ENSG00000267469,AC005944.2
21783,ENSG00000267470,ZNF571-AS1
21784,ENSG00000267473,AC005789.11
21785,ENSG00000267474,CTC-548K16.6
21786,ENSG00000267475,CTD-2538C1.2
21787,ENSG00000267479,CTC-268N12.3
21788,ENSG00000267481,CTC-559E9.5
21789,ENSG00000267493,CIRBP-AS1
21790,ENSG00000267496,FAM215A
21791,ENSG00000267497,NFE2L3P1
21792,ENSG00000267498,CTB-32O4.2
21793,ENSG00000267500,CTD-2006C1.6
21794,ENSG00000267506,RP11-13K12.1
21795,ENSG00000267508,ZNF285
21796,ENSG00000267519,MIR24-2
21797,ENSG00000267521,RP11-87G24.6
21798,ENSG00000267533,RP11-815J4.7
21799,ENSG00000267534,S1PR2
21800,ENSG00000267541,RP11-380M21.2
21801,ENSG00000267544,AC007229.3
21802,ENSG00000267546,RP11-666A8.8
21803,ENSG00000267547,RP11-686D22.4
21804,ENSG00000267549,AC006116.17
21805,ENSG00000267551,AC005264.2
21806,ENSG00000267554,RP11-686D22.10
21807,ENSG00000267562,CTC-421K24.1
21808,ENSG00000267568,RP11-87G24.3
21809,ENSG00000267575,CTC-459F4.3
21810,ENSG00000267580,CTD-2540B15.11
21811,ENSG00000267586,LINC00907
21812,ENSG00000267587,RP11-687F6.4
21813,ENSG00000267595,RP11-242D8.2
21814,ENSG00000267598,CTC-250I14.6
21815,ENSG00000267600,AC098474.1
21816,ENSG00000267607,CTD-2369P2.8
21817,ENSG00000267632,RP11-400F19.18
21818,ENSG00000267640,CTD-2554C21.2
21819,ENSG00000267648,RP11-686D22.3
21820,ENSG00000267655,CTD-2286N8.2
21821,ENSG00000267656,RP11-807E13.3
21822,ENSG00000267658,RP11-358B23.1
21823,ENSG00000267676,THA1P
21824,ENSG00000267679,EIF5AP2
21825,ENSG00000267680,ZNF224
21826,ENSG00000267681,CTD-3199J23.6
21827,ENSG00000267682,CTD-3220F14.2
21828,ENSG00000267688,AC005262.2
21829,ENSG00000267691,SHC1P2
21830,ENSG00000267692,TAF9P3
21831,ENSG00000267698,AC002116.7
21832,ENSG00000267701,RP11-28F1.2
21833,ENSG00000267702,RP11-53B2.2
21834,ENSG00000267707,RP11-95O2.5
21835,ENSG00000267710,AC006116.20
21836,ENSG00000267711,RP11-686D22.5
21837,ENSG00000267717,SRSF10P1
21838,ENSG00000267730,CTD-2537I9.5
21839,ENSG00000267731,RP11-147L13.8
21840,ENSG00000267736,HMGB2P1
21841,ENSG00000267737,AC061992.2
21842,ENSG00000267741,UBE2L4
21843,ENSG00000267742,FAM60CP
21844,ENSG00000267745,RP11-686D22.8
21845,ENSG00000267749,CTC-265F19.1
21846,ENSG00000267750,AC003102.3
21847,ENSG00000267751,AC009005.2
21848,ENSG00000267756,RP11-411B10.4
21849,ENSG00000267757,C19orf83
21850,ENSG00000267759,CTB-25B13.13
21851,ENSG00000267765,CTD-3193K9.3
21852,ENSG00000267767,CTC-523E23.4
21853,ENSG00000267769,CTB-50L17.9
21854,ENSG00000267776,AC006116.24
21855,ENSG00000267780,RP11-154H12.3
21856,ENSG00000267793,RP11-576C2.1
21857,ENSG00000267796,LIN37
21858,ENSG00000267798,RP11-333J10.3
21859,ENSG00000267809,NDUFV2P1
21860,ENSG00000267811,RP11-727F15.11
21861,ENSG00000267834,RP11-167N5.5
21862,ENSG00000267838,AC008746.12
21863,ENSG00000267848,AL118506.1
21864,ENSG00000267858,AC016629.8
21865,ENSG00000267865,CTD-2611O12.8
21866,ENSG00000267871,CTC-444N24.6
21867,ENSG00000267886,CTD-2291D10.4
21868,ENSG00000267889,AC079354.2
21869,ENSG00000267892,CTD-2540F13.2
21870,ENSG00000267895,SIGLEC19P
21871,ENSG00000267896,AC018766.4
21872,ENSG00000267898,CTD-2639E6.9
21873,ENSG00000267904,CTC-429P9.5
21874,ENSG00000267924,RP11-255H23.4
21875,ENSG00000267939,CTD-2325M2.1
21876,ENSG00000267940,RP11-290F24.6
21877,ENSG00000267957,RP11-178G16.4
21878,ENSG00000267964,AC022400.2
21879,ENSG00000267976,AP000695.1
21880,ENSG00000267980,AC007292.6
21881,ENSG00000267981,AP003041.2
21882,ENSG00000267990,CTD-3187F8.15
21883,ENSG00000268001,CTC-241F20.3
21884,ENSG00000268006,PTOV1-AS1
21885,ENSG00000268027,AC006129.2
21886,ENSG00000268032,CTB-52I2.4
21887,ENSG00000268034,AC005795.1
21888,ENSG00000268041,CTD-2575K13.6
21889,ENSG00000268047,AC018766.6
21890,ENSG00000268049,CTD-2619J13.9
21891,ENSG00000268059,AL441883.1
21892,ENSG00000268061,NAPA-AS1
21893,ENSG00000268069,AC004466.1
21894,ENSG00000268081,RP11-678G14.2
21895,ENSG00000268093,AC022154.7
21896,ENSG00000268105,RP11-369G6.2
21897,ENSG00000268117,VN1R84P
21898,ENSG00000268119,CTD-2561J22.5
21899,ENSG00000268129,RP11-91G21.1
21900,ENSG00000268140,PCGF7P
21901,ENSG00000268144,NIFKP6
21902,ENSG00000268166,CTC-471F3.6
21903,ENSG00000268172,AL590452.1
21904,ENSG00000268182,SMIM17
21905,ENSG00000268189,AC005785.2
21906,ENSG00000268201,CTD-3138B18.6
21907,ENSG00000268204,CTD-3214H19.6
21908,ENSG00000268205,CTC-444N24.11
21909,ENSG00000268211,AL359091.2
21910,ENSG00000268218,AC137932.1
21911,ENSG00000268220,RP11-379K17.12
21912,ENSG00000268222,EEF1A1P7
21913,ENSG00000268225,CTD-2331H12.5
21914,ENSG00000268230,CTD-2619J13.8
21915,ENSG00000268240,RP11-678G14.4
21916,ENSG00000268262,CTC-246B18.8
21917,ENSG00000268278,RP11-420K14.1
21918,ENSG00000268279,RP11-434D12.1
21919,ENSG00000268282,CTD-2620I22.2
21920,ENSG00000268288,RP11-98D18.16
21921,ENSG00000268295,RP11-248B24.4
21922,ENSG00000268313,AC119673.1
21923,ENSG00000268336,SIGLEC20P
21924,ENSG00000268355,AC006129.1
21925,ENSG00000268357,VN1R81P
21926,ENSG00000268362,CTD-2017D11.1
21927,ENSG00000268364,SMC5-AS1
21928,ENSG00000268379,CTC-360J11.4
21929,ENSG00000268387,AL590714.1
21930,ENSG00000268392,AC003682.16
21931,ENSG00000268397,AC008443.1
21932,ENSG00000268403,AC132192.1
21933,ENSG00000268412,AC013449.1
21934,ENSG00000268433,RP11-420K14.2
21935,ENSG00000268471,MIR4453
21936,ENSG00000268472,AP002884.2
21937,ENSG00000268475,CTC-435M10.6
21938,ENSG00000268485,AC104841.2
21939,ENSG00000268510,IFNL3P1
21940,ENSG00000268516,CTD-3138B18.5
21941,ENSG00000268518,CTD-2545M3.8
21942,ENSG00000268520,CTD-2616J11.10
21943,ENSG00000268521,VN1R83P
21944,ENSG00000268543,CTD-2619J13.16
21945,ENSG00000268555,RP11-678G14.3
21946,ENSG00000268565,AC005339.2
21947,ENSG00000268568,AC007228.9
21948,ENSG00000268573,RP11-158H5.7
21949,ENSG00000268575,RP1-283E3.8
21950,ENSG00000268578,AL354718.1
21951,ENSG00000268581,SIGLEC18P
21952,ENSG00000268584,RP11-464F9.20
21953,ENSG00000268593,CTD-2611O12.6
21954,ENSG00000268658,LINC00664
21955,ENSG00000268670,CTD-2622I13.3
21956,ENSG00000268686,AC010524.2
21957,ENSG00000268688,AC007382.1
21958,ENSG00000268702,AL049829.1
21959,ENSG00000268713,CTC-444N24.8
21960,ENSG00000268723,CTC-444N24.9
21961,ENSG00000268734,CTB-61M7.2
21962,ENSG00000268743,CTD-2538G9.5
21963,ENSG00000268751,SCGB1B2P
21964,ENSG00000268758,EMR4P
21965,ENSG00000268785,RPL7P50
21966,ENSG00000268798,AC027307.3
21967,ENSG00000268802,CTD-2587H19.1
21968,ENSG00000268804,RP11-542M13.3
21969,ENSG00000268816,CTD-3093M3.1
21970,ENSG00000268833,AC011513.4
21971,ENSG00000268836,LA16c-OS12.2
21972,ENSG00000268849,SIGLEC22P
21973,ENSG00000268852,AC132872.2
21974,ENSG00000268858,C20ORF135
21975,ENSG00000268865,AC026310.1
21976,ENSG00000268869,ESPNP
21977,ENSG00000268885,AC026740.1
21978,ENSG00000268889,CTD-2616J11.14
21979,ENSG00000268895,A1BG-AS1
21980,ENSG00000268903,RP11-34P13.15
21981,ENSG00000268912,CTD-2619J13.17
21982,ENSG00000268913,AC026806.2
21983,ENSG00000268925,AL161645.2
21984,ENSG00000268927,FLJ00418
21985,ENSG00000268945,CTD-2192J16.26
21986,ENSG00000268948,AC004017.1
21987,ENSG00000268965,AC061992.1
21988,ENSG00000268995,VN1R82P
21989,ENSG00000268996,AL807752.1
21990,ENSG00000269001,ZNF818P
21991,ENSG00000269019,AC005932.1
21992,ENSG00000269028,MTRNR2L12
21993,ENSG00000269038,AP001462.6
21994,ENSG00000269044,CTC-429P9.3
21995,ENSG00000269051,CTD-2245F17.3
21996,ENSG00000269054,CTD-2619J13.3
21997,ENSG00000269069,CTC-471F3.5
21998,ENSG00000269089,AP003733.1
21999,ENSG00000269094,AC006449.1
22000,ENSG00000269102,CTD-2525I3.5
22001,ENSG00000269106,CTD-2619J13.23
22002,ENSG00000269119,HNRNPA1P52
22003,ENSG00000269153,CTD-3193O13.10
22004,ENSG00000269176,RP11-727F15.12
22005,ENSG00000269194,AC006942.4
22006,ENSG00000269202,RP4-614O4.12
22007,ENSG00000269215,AC008964.1
22008,ENSG00000269220,LINC00528
22009,ENSG00000269228,CTD-3214H19.12
22010,ENSG00000269235,HCCAT3
22011,ENSG00000269243,CTD-2231E14.8
22012,ENSG00000269246,CTC-246B18.10
22013,ENSG00000269271,CTB-83J4.2
22014,ENSG00000269279,AL136376.1
22015,ENSG00000269290,RP11-869B15.1
22016,ENSG00000269292,CTB-12A17.3
22017,ENSG00000269293,ZSCAN16-AS1
22018,ENSG00000269304,AC010522.1
22019,ENSG00000269318,AC007292.3
22020,ENSG00000269337,AL591479.1
22021,ENSG00000269343,ZNF587B
22022,ENSG00000269352,AC018766.5
22023,ENSG00000269365,RP11-380M21.4
22024,ENSG00000269374,CTB-50E14.5
22025,ENSG00000269378,ITGB1P1
22026,ENSG00000269385,CTC-312O10.2
22027,ENSG00000269386,RAB11B-AS1
22028,ENSG00000269388,AC018755.16
22029,ENSG00000269392,CTB-191K22.6
22030,ENSG00000269396,AC187652.1
22031,ENSG00000269397,CTB-92J24.2
22032,ENSG00000269399,CTD-3222D19.7
22033,ENSG00000269404,SPIB
22034,ENSG00000269423,CTC-273B12.6
22035,ENSG00000269425,AC007292.7
22036,ENSG00000269430,LRRC3DN
22037,ENSG00000269439,CTD-3131K8.2
22038,ENSG00000269444,CTB-180A7.6
22039,ENSG00000269463,RP11-727F15.13
22040,ENSG00000269473,CTD-2619J13.19
22041,ENSG00000269482,Z69720.2
22042,ENSG00000269483,AC006272.1
22043,ENSG00000269487,CTB-174O21.2
22044,ENSG00000269501,RP11-353N4.6
22045,ENSG00000269510,FLJ00273
22046,ENSG00000269514,DKFZP779L1853
22047,ENSG00000269524,CTB-83J4.1
22048,ENSG00000269533,AC003002.6
22049,ENSG00000269549,AL031663.2
22050,ENSG00000269553,U62631.5
22051,ENSG00000269554,AL590822.2
22052,ENSG00000269559,AC093677.1
22053,ENSG00000269574,CTD-2611O12.7
22054,ENSG00000269578,CTD-3222D19.5
22055,ENSG00000269604,AC005523.2
22056,ENSG00000269609,RP11-18I14.10
22057,ENSG00000269620,AL590560.1
22058,ENSG00000269637,RPL12P41
22059,ENSG00000269640,CTD-2521M24.9
22060,ENSG00000269646,CTD-2331H12.7
22061,ENSG00000269653,CTB-102L5.7
22062,ENSG00000269657,AC079210.1
22063,ENSG00000269676,MUC8
22064,ENSG00000269680,CTD-3128G10.6
22065,ENSG00000269688,AC008982.2
22066,ENSG00000269690,AC096677.1
22067,ENSG00000269693,CTD-2192J16.20
22068,ENSG00000269696,AC007228.11
22069,ENSG00000269720,CTD-2521M24.5
22070,ENSG00000269728,RP11-145M9.4
22071,ENSG00000269765,CTB-187L3.1
22072,ENSG00000269772,RP11-178G16.5
22073,ENSG00000269781,FLJ20306
22074,ENSG00000269800,PLEKHA3P1
22075,ENSG00000269808,AC010327.2
22076,ENSG00000269815,CTD-2278I10.4
22077,ENSG00000269821,KCNQ1OT1
22078,ENSG00000269825,CTD-3099C6.9
22079,ENSG00000269834,CTD-3018O17.3
22080,ENSG00000269837,RP11-15H20.5
22081,ENSG00000269845,RP11-420K14.6
22082,ENSG00000269858,EGLN2
22083,ENSG00000269871,AC040977.1
22084,ENSG00000269873,CTD-2587H19.3
22085,ENSG00000269877,MIR371B
22086,ENSG00000269886,RP11-266J6.2
22087,ENSG00000269888,RP11-3P17.5
22088,ENSG00000269889,RP11-816J6.3
22089,ENSG00000269890,RP5-1139B12.2
22090,ENSG00000269892,RP4-761J14.10
22091,ENSG00000269893,SNHG8
22092,ENSG00000269894,RP11-1020A11.1
22093,ENSG00000269896,RP4-740C4.6
22094,ENSG00000269899,RP11-589N15.2
22095,ENSG00000269900,RMRP
22096,ENSG00000269902,RP6-99M1.3
22097,ENSG00000269904,MAP2K4P1
22098,ENSG00000269906,RP11-248J18.2
22099,ENSG00000269907,RP11-330M2.4
22100,ENSG00000269910,RP11-73M18.10
22101,ENSG00000269913,CTC-1337H24.1
22102,ENSG00000269918,AF131215.9
22103,ENSG00000269921,RP11-646I6.5
22104,ENSG00000269924,RP11-697N18.4
22105,ENSG00000269925,RP3-467L1.6
22106,ENSG00000269926,RP11-442H21.2
22107,ENSG00000269927,RP6-91H8.3
22108,ENSG00000269928,RP11-849F2.8
22109,ENSG00000269929,RP11-2B6.2
22110,ENSG00000269930,RP11-932O9.9
22111,ENSG00000269934,RP5-1139B12.3
22112,ENSG00000269937,RP11-20I23.8
22113,ENSG00000269938,RP11-214K3.20
22114,ENSG00000269939,RP11-727A23.11
22115,ENSG00000269940,RP11-73M18.7
22116,ENSG00000269942,RP11-29B2.5
22117,ENSG00000269944,RP11-770J1.7
22118,ENSG00000269946,RP11-2B6.3
22119,ENSG00000269947,RP11-849F2.9
22120,ENSG00000269948,RP11-248J23.6
22121,ENSG00000269949,RP11-738E22.3
22122,ENSG00000269951,RP11-797A18.6
22123,ENSG00000269952,RP11-324I22.3
22124,ENSG00000269954,RP11-148O21.6
22125,ENSG00000269958,RP11-73M18.8
22126,ENSG00000269961,CTD-2033C11.1
22127,ENSG00000269963,RP11-73M18.9
22128,ENSG00000269964,MEI4
22129,ENSG00000269965,RP11-24B19.4
22130,ENSG00000269967,RP11-84A19.4
22131,ENSG00000269968,RP5-940J5.9
22132,ENSG00000269970,RP11-498E2.9
22133,ENSG00000269971,RP3-426I6.5
22134,ENSG00000269973,RP11-95D17.1
22135,ENSG00000269974,RP11-932O9.10
22136,ENSG00000269979,RP11-498E2.7
22137,ENSG00000269982,RP11-1020A11.2
22138,ENSG00000269983,RP11-497H16.9
22139,ENSG00000269984,RP11-362K14.5
